Month,Year,County,Med_Sales,Rec_Sales,Med_Blank_Code,Rec_Blank_Code
5,2017,Gilpin,,196823,NR,
5,2017,Grand,,218635,NR,
5,2017,Gunnison,,444435,NR,
5,2017,Hinsdale,,,NL,NL
5,2017,Huerfano,,,NL,NR
5,2017,Jackson,,,NL,NL
5,2017,Jefferson,1274422,4370646,,
5,2017,Kiowa,,,NL,NL
5,2017,Kit Carson,,,NL,NL
5,2017,Lake,,197459,NL,
5,2017,La Plata,313285,1980269,,
5,2017,Larimer,1167689,4562024,,
5,2017,Las Animas,,3471581,NR,
5,2017,Lincoln,,,NL,NL
5,2017,Logan,,,NL,NL
5,2017,Mesa,,,NR,NR
5,2017,Mineral,,,NL,NL
5,2017,Moffat,,,NR,NL
5,2017,Montezuma,70134,1766079,,
5,2017,Montrose,,,NR,NL
5,2017,Morgan,,841413,NR,
5,2017,Otero,,,NR,NL
5,2017,Ouray,,465454,NR,
5,2017,Park,,314186,NR,
5,2017,Phillips,,,NL,NL
5,2017,Pitkin,59097,485392,,
5,2017,Prowers,,,NL,NL
5,2017,Pueblo,599384,3276386,,
5,2017,Rio Blanco,,,NL,NL
5,2017,Rio Grande,,,NL,NL
5,2017,Routt,,634839,NR,
5,2017,Saguache,,,NL,NR
5,2017,San Juan,,,NL,NR
5,2017,San Miguel,13661,189132,,
5,2017,Sedgwick,,,NR,NR
5,2017,Summit,101828,1140913,,
5,2017,Teller,,,NR,NL
5,2017,Washington,,,NL,NL
5,2017,Weld,290867,2587473,,
5,2017,Yuma,,,NL,NL
5,2018,Adams,390116,6884789,,
5,2018,Alamosa,,,NR,NL
5,2018,Arapahoe,842104,9846235,,
5,2018,Archuleta,,633849,NR,
5,2018,Baca,,,NL,NL
5,2018,Bent,,,NL,NL
5,2018,Boulder,1540156,7305495,,
5,2018,Broomfield,,,NL,NL
5,2018,Chaffee,,457767,NR,
5,2018,Cheyenne,,,NL,NL
5,2018,Clear Creek,28054,518925,,
5,2018,Conejos,,495930,NL,
5,2018,Costilla,,322017,NL,
5,2018,Crowley,,,NL,NL
5,2018,Custer,,,NL,NL
5,2018,Delta,,,NL,NL
5,2018,Denver,11380605,31592911,,
5,2018,Dolores,,,NL,NL
5,2018,Douglas,,,NL,NL
5,2018,Eagle,96713,968533,,
5,2018,Elbert,,,NL,NL
5,2018,El Paso,7332608,,,NR
5,2018,Fremont,147909,,,NL
5,2018,Garfield,252772,1577479,,
5,2018,Gilpin,,219588,NR,
5,2018,Grand,,309809,NR,
5,2018,Gunnison,,487921,NL,
5,2018,Hinsdale,,,NL,NL
5,2018,Huerfano,,,NL,NR
5,2018,Jackson,,,NL,NL
5,2018,Jefferson,1262338,4153426,,
5,2018,Kiowa,,,NL,NL
5,2018,Kit Carson,,,NL,NL
5,2018,Lake,,,NL,NR
5,2018,La Plata,257014,2086680,,
5,2018,Larimer,984003,5891148,,
5,2018,Las Animas,44907,4082306,,
5,2018,Lincoln,,,NL,NL
5,2018,Logan,,,NL,NL
5,2018,Mesa,,1605904,NR,
5,2018,Mineral,,,NL,NL
5,2018,Moffat,,,NR,NR
5,2018,Montezuma,47400,1967881,,
5,2018,Montrose,,,NR,NL
5,2018,Morgan,,1000228,NR,
5,2018,Otero,,,NR,NL
5,2018,Ouray,,592357,NR,
5,2018,Park,,357535,NR,
5,2018,Phillips,,,NL,NL
5,2018,Pitkin,46482,561866,,
5,2018,Prowers,,,NL,NL
5,2018,Pueblo,436538,4619173,,
5,2018,Rio Blanco,,,NL,NL
5,2018,Rio Grande,,,NL,NL
5,2018,Routt,152758,717802,,
5,2018,Saguache,,151704,NL,
5,2018,San Juan,,,NL,NR
5,2018,San Miguel,,235398,NR,
5,2018,Sedgwick,,,NR,NR
5,2018,Summit,103122,1225108,,
5,2018,Teller,,,NL,NL
5,2018,Washington,,,NL,NL
5,2018,Weld,331438,2396424,,
5,2018,Yuma,,,NL,NL
6,2014,Adams,433176,,,NR
6,2014,Alamosa,,,NR,NL
6,2014,Arapahoe,1425313,,,NL
6,2014,Archuleta,,,NR,NL
6,2014,Baca,,,NL,NL
6,2014,Bent,,,NL,NL
6,2014,Boulder,2507058,2593735,,
6,2014,Broomfield,,,NL,NL
6,2014,Chaffee,96647,,,NL
6,2014,Cheyenne,,,NL,NL
6,2014,Clear Creek,97965,396938,,
6,2014,Conejos,,,NL,NL
6,2014,Costilla,,,NR,NL
6,2014,Crowley,,,NL,NL
6,2014,Custer,,,NL,NL
6,2014,Delta,,,NL,NL
6,2014,Denver,13476218,12245778,,
6,2014,Dolores,,,NL,NL
6,2014,Douglas,,,NL,NL
6,2014,Eagle,132878,,,NR
6,2014,Elbert,,,NL,NL
6,2014,El Paso,5342494,,,NL
6,2014,Fremont,228665,,,NL
6,2014,Garfield,418280,392391,,
6,2014,Gilpin,38278,145630,,
6,2014,Grand,,,NR,NL
6,2014,Gunnison,,,NR,NR
6,2014,Hinsdale,,,NL,NL
6,2014,Huerfano,,,NL,NL
6,2014,Jackson,,,NL,NL
6,2014,Jefferson,1889080,1445315,,
6,2014,Kiowa,,,NL,NL
6,2014,Kit Carson,,,NL,NL
6,2014,Lake,,,NL,NR
6,2014,La Plata,544589,,,NL
6,2014,Larimer,1112079,,,NR
6,2014,Las Animas,,,NL,NL
6,2014,Lincoln,,,NL,NL
6,2014,Logan,,,NL,NL
6,2014,Mesa,,,NR,NL
6,2014,Mineral,,,NL,NL
6,2014,Moffat,,,NR,NL
6,2014,Montezuma,115548,,,NL
6,2014,Montrose,,,NR,NL
6,2014,Morgan,,,NL,NL
6,2014,Otero,,,NL,NL
6,2014,Ouray,,,NR,NR
6,2014,Park,,,NR,NR
6,2014,Phillips,,,NL,NL
6,2014,Pitkin,110679,322473,,
6,2014,Prowers,,,NL,NL
6,2014,Pueblo,403341,1571864,,
6,2014,Rio Blanco,,,NL,NL
6,2014,Rio Grande,,,NL,NL
6,2014,Routt,,,NR,NR
6,2014,Saguache,,,NR,NL
6,2014,San Juan,,,NL,NL
6,2014,San Miguel,75455,451452,,
6,2014,Sedgwick,,,NR,NR
6,2014,Summit,203354,686139,,
6,2014,Teller,,,NR,NL
6,2014,Washington,,,NL,NL
6,2014,Weld,470633,795293,,
6,2014,Yuma,,,NL,NL
6,2015,Adams,441872,,,NR
6,2015,Alamosa,,,NR,NL
6,2015,Arapahoe,1525525,3753244,,
6,2015,Archuleta,,,NR,NR
6,2015,Baca,,,NL,NL
6,2015,Bent,,,NL,NL
6,2015,Boulder,2363534,4273572,,
6,2015,Broomfield,,,NL,NL
6,2015,Chaffee,,,NR,NR
6,2015,Cheyenne,,,NL,NL
6,2015,Clear Creek,90303,441514,,
6,2015,Conejos,,,NL,NL
6,2015,Costilla,,,NR,NR
6,2015,Crowley,,,NL,NL
6,2015,Custer,,,NL,NL
6,2015,Delta,,,NL,NL
6,2015,Denver,16545160,17280785,,
6,2015,Dolores,,,NL,NL
6,2015,Douglas,,,NL,NL
6,2015,Eagle,259462,534649,,
6,2015,Elbert,,,NL,NL
6,2015,El Paso,7050814,,,NR
6,2015,Fremont,205924,,,NL
6,2015,Garfield,430562,798425,,
6,2015,Gilpin,,183787,NR,
6,2015,Grand,,142695,NR,
6,2015,Gunnison,,273865,NR,
6,2015,Hinsdale,,,NL,NL
6,2015,Huerfano,,,NL,NR
6,2015,Jackson,,,NL,NL
6,2015,Jefferson,1833049,2584940,,
6,2015,Kiowa,,,NL,NL
6,2015,Kit Carson,,,NL,NL
6,2015,Lake,,,NL,NR
6,2015,La Plata,425100,1283234,,
6,2015,Larimer,1219011,2321397,,
6,2015,Las Animas,,714276,NR,
6,2015,Lincoln,,,NL,NL
6,2015,Logan,,,NL,NL
6,2015,Mesa,,,NR,NR
6,2015,Mineral,,,NL,NL
6,2015,Moffat,,,NR,NL
6,2015,Montezuma,127877,463559,,
6,2015,Montrose,,,NR,NL
6,2015,Morgan,,,NR,NR
6,2015,Otero,,,NL,NL
6,2015,Ouray,,,NR,NR
6,2015,Park,,191938,NR,
6,2015,Phillips,,,NL,NL
6,2015,Pitkin,77058,570064,,
6,2015,Prowers,,,NL,NL
6,2015,Pueblo,569375,1517777,,
6,2015,Rio Blanco,,,NL,NL
6,2015,Rio Grande,,,NL,NL
6,2015,Routt,159915,485969,,
6,2015,Saguache,,,NL,NR
6,2015,San Juan,,,NL,NR
6,2015,San Miguel,51852,315531,,
6,2015,Sedgwick,,,NR,NR
6,2015,Summit,215753,925580,,
6,2015,Teller,,,NR,NL
6,2015,Washington,,,NL,NL
6,2015,Weld,287920,1693656,,
6,2015,Yuma,,,NL,NL
6,2016,Adams,379841,3434567,,
6,2016,Alamosa,,,NR,NL
6,2016,Arapahoe,1485581,7565406,,
6,2016,Archuleta,,,NR,NR
6,2016,Baca,,,NL,NL
6,2016,Bent,,,NL,NL
6,2016,Boulder,2271053,5541278,,
6,2016,Broomfield,,,NL,NL
6,2016,Chaffee,,455848,NR,
6,2016,Cheyenne,,,NL,NL
6,2016,Clear Creek,68418,553669,,
6,2016,Conejos,,332403,NL,
6,2016,Costilla,,265269,NR,
6,2016,Crowley,,,NL,NL
6,2016,Custer,,,NL,NL
6,2016,Delta,,,NL,NL
6,2016,Denver,18632737,21841675,,
6,2016,Dolores,,,NL,NL
6,2016,Douglas,,,NL,NL
6,2016,Eagle,211161,842569,,
6,2016,Elbert,,,NL,NL
6,2016,El Paso,8443101,,,NR
6,2016,Fremont,212028,,,NL
6,2016,Garfield,426581,1333408,,
6,2016,Gilpin,,243952,NR,
6,2016,Grand,,261059,NR,
6,2016,Gunnison,,479935,NR,
6,2016,Hinsdale,,,NL,NL
6,2016,Huerfano,,,NL,NR
6,2016,Jackson,,,NL,NL
6,2016,Jefferson,1538630,3753947,,
6,2016,Kiowa,,,NL,NL
6,2016,Kit Carson,,,NL,NL
6,2016,Lake,,206574,NL,
6,2016,La Plata,441148,1939519,,
6,2016,Larimer,1222737,3648840,,
6,2016,Las Animas,,1622815,NR,
6,2016,Lincoln,,,NL,NL
6,2016,Logan,,,NL,NL
6,2016,Mesa,,,NR,NR
6,2016,Mineral,,,NL,NL
6,2016,Moffat,,,NR,NL
6,2016,Montezuma,96553,914168,,
6,2016,Montrose,,,NR,NL
6,2016,Morgan,,549251,NR,
6,2016,Otero,,,NL,NL
6,2016,Ouray,,,NR,NR
6,2016,Park,,299449,NR,
6,2016,Phillips,,,NL,NL
6,2016,Pitkin,94197,673427,,
6,2016,Prowers,,,NL,NL
6,2016,Pueblo,1386239,2365115,,
6,2016,Rio Blanco,,,NL,NL
6,2016,Rio Grande,,,NL,NL
6,2016,Routt,140614,649366,,
6,2016,Saguache,,,NL,NR
6,2016,San Juan,,,NL,NR
6,2016,San Miguel,43855,329083,,
6,2016,Sedgwick,,,NR,NR
6,2016,Summit,153626,1253529,,
6,2016,Teller,,,NR,NL
6,2016,Washington,,,NL,NL
6,2016,Weld,301573,2024804,,
6,2016,Yuma,,,NL,NL
6,2017,Adams,1091425,5137782,,
6,2017,Alamosa,,,NR,NL
6,2017,Arapahoe,1033427,9314356,,
6,2017,Archuleta,,691943,NR,
6,2017,Baca,,,NL,NL
6,2017,Bent,,,NL,NL
6,2017,Boulder,1846713,6880933,,
6,2017,Broomfield,,,NL,NL
6,2017,Chaffee,,559238,NR,
6,2017,Cheyenne,,,NL,NL
6,2017,Clear Creek,57869,581672,,
6,2017,Conejos,,510132,NL,
6,2017,Costilla,,403056,NR,
6,2017,Crowley,,,NL,NL
6,2017,Custer,,,NL,NL
6,2017,Delta,,,NL,NL
6,2017,Denver,17634832,31586804,,
6,2017,Dolores,,,NL,NL
6,2017,Douglas,,,NL,NL
6,2017,Eagle,129118,916059,,
6,2017,Elbert,,,NL,NL
6,2017,El Paso,9117656,,,NR
6,2017,Fremont,179179,,,NL
6,2017,Garfield,292213,2042113,,
6,2017,Gilpin,,256404,NR,
6,2017,Grand,,330529,NR,
6,2017,Gunnison,,522302,NR,
6,2017,Hinsdale,,,NL,NL
6,2017,Huerfano,,,NL,NR
6,2017,Jackson,,,NL,NL
6,2017,Jefferson,1252570,4405653,,
6,2017,Kiowa,,,NL,NL
6,2017,Kit Carson,,,NL,NL
6,2017,Lake,,248265,NL,
6,2017,La Plata,294220,2206045,,
6,2017,Larimer,1134167,4929421,,
6,2017,Las Animas,32972,3836814,,
6,2017,Lincoln,,,NL,NL
6,2017,Logan,,,NL,NL
6,2017,Mesa,,,NR,NR
6,2017,Mineral,,,NL,NL
6,2017,Moffat,,,NR,NL
6,2017,Montezuma,81402,1863923,,
6,2017,Montrose,,,NR,NL
6,2017,Morgan,,860998,NR,
6,2017,Otero,,,NR,NL
6,2017,Ouray,,583159,NR,
6,2017,Park,,375371,NR,
6,2017,Phillips,,,NL,NL
6,2017,Pitkin,69389,880604,,
6,2017,Prowers,,,NL,NL
6,2017,Pueblo,707393,3465138,,
6,2017,Rio Blanco,,,NL,NL
6,2017,Rio Grande,,,NL,NL
6,2017,Routt,,796881,NR,
6,2017,Saguache,,,NL,NR
6,2017,San Juan,,,NL,NR
6,2017,San Miguel,24094,397687,,
6,2017,Sedgwick,,,NR,NR
6,2017,Summit,104603,1503046,,
6,2017,Teller,,,NR,NL
6,2017,Washington,,,NL,NL
6,2017,Weld,301813,2545979,,
6,2017,Yuma,,,NL,NL
6,2018,Adams,355054,7071943,,
6,2018,Alamosa,,,NR,NL
6,2018,Arapahoe,769443,10003372,,
6,2018,Archuleta,,834469,NR,
6,2018,Baca,,,NL,NL
6,2018,Bent,,,NL,NL
6,2018,Boulder,1430060,7752657,,
6,2018,Broomfield,,,NL,NL
6,2018,Chaffee,,578419,NR,
6,2018,Cheyenne,,,NL,NL
6,2018,Clear Creek,22895,633162,,
6,2018,Conejos,,558542,NL,
6,2018,Costilla,,408573,NL,
6,2018,Crowley,,,NL,NL
6,2018,Custer,,,NL,NL
6,2018,Delta,,,NL,NL
6,2018,Denver,11375581,32336676,,
6,2018,Dolores,,,NL,NL
6,2018,Douglas,,,NL,NL
6,2018,Eagle,99986,1273668,,
6,2018,Elbert,,,NL,NL
6,2018,El Paso,8272114,,,NR
6,2018,Fremont,153170,,,NL
6,2018,Garfield,253141,1711546,,
6,2018,Gilpin,,240622,NR,
6,2018,Grand,,471237,NR,
6,2018,Gunnison,,697112,NL,
6,2018,Hinsdale,,,NL,NL
6,2018,Huerfano,,,NL,NR
6,2018,Jackson,,,NL,NL
6,2018,Jefferson,1194256,4376615,,
6,2018,Kiowa,,,NL,NL
6,2018,Kit Carson,,,NL,NL
6,2018,Lake,,,NL,NR
6,2018,La Plata,256422,2045737,,
6,2018,Larimer,965461,6087233,,
6,2018,Las Animas,39736,4436437,,
6,2018,Lincoln,,,NL,NL
6,2018,Logan,,,NL,NL
6,2018,Mesa,,1654095,NR,
6,2018,Mineral,,,NL,NL
6,2018,Moffat,,,NR,NR
6,2018,Montezuma,59954,2023138,,
6,2018,Montrose,,,NR,NL
6,2018,Morgan,,1067039,NR,
6,2018,Otero,,,NR,NL
6,2018,Ouray,,666243,NR,
6,2018,Park,,409810,NR,
6,2018,Phillips,,,NL,NL
6,2018,Pitkin,52088,919527,,
6,2018,Prowers,,,NL,NL
6,2018,Pueblo,692724,4836544,,
6,2018,Rio Blanco,,,NL,NL
6,2018,Rio Grande,,,NL,NL
6,2018,Routt,126739,899556,,
6,2018,Saguache,,173495,NL,
6,2018,San Juan,,,NL,NR
6,2018,San Miguel,,453787,NR,
6,2018,Sedgwick,,,NR,NR
6,2018,Summit,84313,1668835,,
6,2018,Teller,,,NL,NL
6,2018,Washington,,,NL,NL
6,2018,Weld,331725,2379519,,
6,2018,Yuma,,,NL,NL
7,2014,Adams,452488,,,NR
7,2014,Alamosa,,,NR,NL
7,2014,Arapahoe,1470823,,,NL
7,2014,Archuleta,,,NR,NL
7,2014,Baca,,,NL,NL
7,2014,Bent,,,NL,NL
7,2014,Boulder,2547883,3192671,,
7,2014,Broomfield,,,NL,NL
7,2014,Chaffee,92938,,,NL
7,2014,Cheyenne,,,NL,NL
7,2014,Clear Creek,108796,473299,,
7,2014,Conejos,,,NL,NL
7,2014,Costilla,,,NR,NL
7,2014,Crowley,,,NL,NL
7,2014,Custer,,,NL,NL
7,2014,Delta,,,NL,NL
7,2014,Denver,14083010,14518417,,
7,2014,Dolores,,,NL,NL
7,2014,Douglas,,,NL,NL
7,2014,Eagle,165132,,,NR
7,2014,Elbert,,,NL,NL
7,2014,El Paso,5895119,,,NR
7,2014,Fremont,250084,,,NL
7,2014,Garfield,446439,403958,,
7,2014,Gilpin,36110,160328,,
7,2014,Grand,,,NR,NL
7,2014,Gunnison,,307664,NR,
7,2014,Hinsdale,,,NL,NL
7,2014,Huerfano,,,NL,NL
7,2014,Jackson,,,NL,NL
7,2014,Jefferson,1913729,1699749,,
7,2014,Kiowa,,,NL,NL
7,2014,Kit Carson,,,NL,NL
7,2014,Lake,,,NL,NR
7,2014,La Plata,604088,,,NL
7,2014,Larimer,1087000,1083910,,
7,2014,Las Animas,,,NL,NL
7,2014,Lincoln,,,NL,NL
7,2014,Logan,,,NL,NL
7,2014,Mesa,,,NR,NL
7,2014,Mineral,,,NL,NL
7,2014,Moffat,,,NR,NL
7,2014,Montezuma,120802,,,NL
7,2014,Montrose,,,NR,NL
7,2014,Morgan,,,NL,NL
7,2014,Otero,,,NL,NL
7,2014,Ouray,,,NR,NR
7,2014,Park,,,NR,NR
7,2014,Phillips,,,NL,NL
7,2014,Pitkin,117930,505148,,
7,2014,Prowers,,,NL,NL
7,2014,Pueblo,459326,1985679,,
7,2014,Rio Blanco,,,NL,NL
7,2014,Rio Grande,,,NL,NL
7,2014,Routt,,,NR,NR
7,2014,Saguache,,,NR,NR
7,2014,San Juan,,,NL,NL
7,2014,San Miguel,49131,548213,,
7,2014,Sedgwick,,,NR,NR
7,2014,Summit,189746,981349,,
7,2014,Teller,,,NR,NL
7,2014,Washington,,,NL,NL
7,2014,Weld,303374,1168267,,
7,2014,Yuma,,,NL,NL
7,2015,Adams,456679,1822902,,
7,2015,Alamosa,,,NR,NL
7,2015,Arapahoe,1629440,4482419,,
7,2015,Archuleta,,,NR,NR
7,2015,Baca,,,NL,NL
7,2015,Bent,,,NL,NL
7,2015,Boulder,2638188,4926814,,
7,2015,Broomfield,,,NL,NL
7,2015,Chaffee,,,NR,NR
7,2015,Cheyenne,,,NL,NL
7,2015,Clear Creek,97914,558033,,
7,2015,Conejos,,,NL,NR
7,2015,Costilla,,,NR,NR
7,2015,Crowley,,,NL,NL
7,2015,Custer,,,NL,NL
7,2015,Delta,,,NL,NL
7,2015,Denver,19786382,19851838,,
7,2015,Dolores,,,NL,NL
7,2015,Douglas,,,NL,NL
7,2015,Eagle,310266,745007,,
7,2015,Elbert,,,NL,NL
7,2015,El Paso,8504081,,,NR
7,2015,Fremont,242306,,,NL
7,2015,Garfield,481231,953213,,
7,2015,Gilpin,,185927,NR,
7,2015,Grand,,230218,NR,
7,2015,Gunnison,,454862,NR,
7,2015,Hinsdale,,,NL,NL
7,2015,Huerfano,,,NL,NR
7,2015,Jackson,,,NL,NL
7,2015,Jefferson,2038463,2891081,,
7,2015,Kiowa,,,NL,NL
7,2015,Kit Carson,,,NL,NL
7,2015,Lake,,,NL,NR
7,2015,La Plata,486029,1529417,,
7,2015,Larimer,1401524,2714363,,
7,2015,Las Animas,,1009958,NR,
7,2015,Lincoln,,,NL,NL
7,2015,Logan,,,NL,NL
7,2015,Mesa,,,NR,NR
7,2015,Mineral,,,NL,NL
7,2015,Moffat,,,NR,NL
7,2015,Montezuma,142880,572832,,
7,2015,Montrose,,,NR,NL
7,2015,Morgan,,,NR,NR
7,2015,Otero,,,NL,NL
7,2015,Ouray,,,NR,NR
7,2015,Park,,235832,NR,
7,2015,Phillips,,,NL,NL
7,2015,Pitkin,94939,850341,,
7,2015,Prowers,,,NL,NL
7,2015,Pueblo,699033,1852589,,
7,2015,Rio Blanco,,,NL,NL
7,2015,Rio Grande,,,NL,NL
7,2015,Routt,186072,631836,,
7,2015,Saguache,,,NL,NR
7,2015,San Juan,,,NL,NR
7,2015,San Miguel,51293,387509,,
7,2015,Sedgwick,,,NR,NR
7,2015,Summit,246327,1304307,,
7,2015,Teller,,,NR,NL
7,2015,Washington,,,NL,NL
7,2015,Weld,364477,1878564,,
7,2015,Yuma,,,NL,NL
7,2016,Adams,407856,4154813,,
7,2016,Alamosa,,,NR,NL
7,2016,Arapahoe,1544755,8738376,,
7,2016,Archuleta,,,NR,NR
7,2016,Baca,,,NL,NL
7,2016,Bent,,,NL,NL
7,2016,Boulder,2288359,6365624,,
7,2016,Broomfield,,,NL,NL
7,2016,Chaffee,,,NR,NR
7,2016,Cheyenne,,,NL,NL
7,2016,Clear Creek,69153,672704,,
7,2016,Conejos,,436196,NL,
7,2016,Costilla,,383906,NR,
7,2016,Crowley,,,NL,NL
7,2016,Custer,,,NL,NL
7,2016,Delta,,,NL,NL
7,2016,Denver,19516909,25938973,,
7,2016,Dolores,,,NL,NL
7,2016,Douglas,,,NL,NL
7,2016,Eagle,203569,1111856,,
7,2016,Elbert,,,NL,NL
7,2016,El Paso,9016410,,,NR
7,2016,Fremont,229800,,,NL
7,2016,Garfield,443929,1628885,,
7,2016,Gilpin,,267260,NR,
7,2016,Grand,,381080,NR,
7,2016,Gunnison,,459794,NR,
7,2016,Hinsdale,,,NL,NL
7,2016,Huerfano,,,NL,NR
7,2016,Jackson,,,NL,NL
7,2016,Jefferson,1706015,4318330,,
7,2016,Kiowa,,,NL,NL
7,2016,Kit Carson,,,NL,NL
7,2016,Lake,,274691,NL,
7,2016,La Plata,429948,2306604,,
7,2016,Larimer,1355537,4181160,,
7,2016,Las Animas,,2179979,NR,
7,2016,Lincoln,,,NL,NL
7,2016,Logan,,,NL,NL
7,2016,Mesa,,,NR,NR
7,2016,Mineral,,,NL,NL
7,2016,Moffat,,,NR,NL
7,2016,Montezuma,104162,1187679,,
7,2016,Montrose,,,NR,NL
7,2016,Morgan,,634140,NR,
7,2016,Otero,,,NL,NL
7,2016,Ouray,,505470,NR,
7,2016,Park,,381198,NR,
7,2016,Phillips,,,NL,NL
7,2016,Pitkin,97253,1062245,,
7,2016,Prowers,,,NL,NL
7,2016,Pueblo,1351605,2995085,,
7,2016,Rio Blanco,,,NL,NL
7,2016,Rio Grande,,,NL,NL
7,2016,Routt,157223,882414,,
7,2016,Saguache,,,NL,NR
7,2016,San Juan,,,NL,NR
7,2016,San Miguel,43759,446217,,
7,2016,Sedgwick,,,NR,NR
7,2016,Summit,170367,1760408,,
7,2016,Teller,,,NR,NL
7,2016,Washington,,,NL,NL
7,2016,Weld,335697,2381224,,
7,2016,Yuma,,,NL,NL
7,2017,Adams,971747,5462382,,
7,2017,Alamosa,,,NR,NL
7,2017,Arapahoe,953749,9672770,,
7,2017,Archuleta,,884084,NR,
7,2017,Baca,,,NL,NL
7,2017,Bent,,,NL,NL
7,2017,Boulder,1851637,7070534,,
7,2017,Broomfield,,,NL,NL
7,2017,Chaffee,,662413,NR,
7,2017,Cheyenne,,,NL,NL
7,2017,Clear Creek,34954,678322,,
7,2017,Conejos,,586118,NL,
7,2017,Costilla,,453934,NR,
7,2017,Crowley,,,NL,NL
7,2017,Custer,,,NL,NL
7,2017,Delta,,,NL,NL
7,2017,Denver,17274275,34007419,,
7,2017,Dolores,,,NL,NL
7,2017,Douglas,,,NL,NL
7,2017,Eagle,142382,1159081,,
7,2017,Elbert,,,NL,NL
7,2017,El Paso,8717083,,,NR
7,2017,Fremont,184871,,,NL
7,2017,Garfield,307082,2128843,,
7,2017,Gilpin,,271414,NR,
7,2017,Grand,,455029,NR,
7,2017,Gunnison,,892740,NR,
7,2017,Hinsdale,,,NL,NL
7,2017,Huerfano,,,NL,NR
7,2017,Jackson,,,NL,NL
7,2017,Jefferson,1282271,4525746,,
7,2017,Kiowa,,,NL,NL
7,2017,Kit Carson,,,NL,NL
7,2017,Lake,,320873,NL,
7,2017,La Plata,297527,2366747,,
7,2017,Larimer,1186223,5303480,,
7,2017,Las Animas,,4383708,NR,
7,2017,Lincoln,,,NL,NL
7,2017,Logan,,,NL,NL
7,2017,Mesa,,,NR,NR
7,2017,Mineral,,,NL,NL
7,2017,Moffat,,,NR,NL
7,2017,Montezuma,73002,1884658,,
7,2017,Montrose,,,NR,NL
7,2017,Morgan,,909700,NR,
7,2017,Otero,,,NR,NL
7,2017,Ouray,,,NR,NR
7,2017,Park,,465717,NR,
7,2017,Phillips,,,NL,NL
7,2017,Pitkin,74079,1267251,,
7,2017,Prowers,,,NL,NL
7,2017,Pueblo,684190,3762112,,
7,2017,Rio Blanco,,,NL,NL
7,2017,Rio Grande,,,NL,NL
7,2017,Routt,,1009377,NR,
7,2017,Saguache,,,NL,NR
7,2017,San Juan,,,NL,NR
7,2017,San Miguel,26729,521810,,
7,2017,Sedgwick,,,NR,NR
7,2017,Summit,119533,2001214,,
7,2017,Teller,,,NR,NL
7,2017,Washington,,,NL,NL
7,2017,Weld,288400,2659205,,
7,2017,Yuma,,,NL,NL
7,2018,Adams,600899,7412565,,
7,2018,Alamosa,,,NR,NL
7,2018,Arapahoe,854281,10500847,,
7,2018,Archuleta,,1015573,NR,
7,2018,Baca,,,NL,NL
7,2018,Bent,,,NL,NL
7,2018,Boulder,1466872,8764549,,
7,2018,Broomfield,,,NL,NL
7,2018,Chaffee,,699379,NR,
7,2018,Cheyenne,,,NL,NL
7,2018,Clear Creek,23986,730165,,
7,2018,Conejos,,621884,NL,
7,2018,Costilla,,450314,NL,
7,2018,Crowley,,,NL,NL
7,2018,Custer,,,NL,NL
7,2018,Delta,,,NL,NL
7,2018,Denver,11859418,34154291,,
7,2018,Dolores,,,NL,NL
7,2018,Douglas,,,NL,NL
7,2018,Eagle,91750,1582803,,
7,2018,Elbert,,,NL,NL
7,2018,El Paso,7837080,,,NR
7,2018,Fremont,145139,,,NL
7,2018,Garfield,218285,1917005,,
7,2018,Gilpin,,266111,NR,
7,2018,Grand,,629538,NR,
7,2018,Gunnison,,954926,NL,
7,2018,Hinsdale,,,NL,NL
7,2018,Huerfano,,,NL,NR
7,2018,Jackson,,,NL,NL
7,2018,Jefferson,1161582,4575835,,
7,2018,Kiowa,,,NL,NL
7,2018,Kit Carson,,,NL,NL
7,2018,Lake,,318683,NL,
7,2018,La Plata,238044,2366479,,
7,2018,Larimer,981720,6570637,,
7,2018,Las Animas,31952,4704196,,
7,2018,Lincoln,,,NL,NL
7,2018,Logan,,,NL,NL
7,2018,Mesa,,1674477,NR,
7,2018,Mineral,,,NL,NL
7,2018,Moffat,,,NR,NR
7,2018,Montezuma,92530,2031292,,
7,2018,Montrose,,,NR,NL
7,2018,Morgan,,1115451,NR,
7,2018,Otero,,,NR,NL
7,2018,Ouray,,751062,NR,
7,2018,Park,,487238,NR,
7,2018,Phillips,,,NL,NL
7,2018,Pitkin,47118,1357126,,
7,2018,Prowers,,,NL,NL
7,2018,Pueblo,492063,5249580,,
7,2018,Rio Blanco,,,NL,NL
7,2018,Rio Grande,,,NL,NL
7,2018,Routt,136681,1082308,,
7,2018,Saguache,,191002,NL,
7,2018,San Juan,,,NL,NR
7,2018,San Miguel,,544147,NR,
7,2018,Sedgwick,,,NR,NR
7,2018,Summit,91088,2193931,,
7,2018,Teller,,,NL,NL
7,2018,Washington,,,NL,NL
7,2018,Weld,312813,2480209,,
7,2018,Yuma,,,NL,NL
8,2014,Adams,481873,,,NR
8,2014,Alamosa,,,NR,NL
8,2014,Arapahoe,1453140,,,NL
8,2014,Archuleta,,,NR,NL
8,2014,Baca,,,NL,NL
8,2014,Bent,,,NL,NL
8,2014,Boulder,2728671,3644021,,
8,2014,Broomfield,,,NL,NL
8,2014,Chaffee,75887,,,NR
