Month,Year,County,Med_Tax_Rev,Rec_Tax_Rev,Med_RemainderOfState_Counties,Rec_RemainderOfState_Counties,Med_Blank_Code,Rec_Blank_Code
8,2017,Morgan,0,,,,NR,
8,2017,Otero,0,,,,NR,
8,2017,Ouray,0,,,,NR,
8,2017,Park,0,,,,NR,
8,2017,Pitkin,2076,,,,,
8,2017,Pueblo,17460,,,,,
8,2017,Routt,0,,,,NR,
8,2017,San Miguel,753,,,,,
8,2017,Sedgwick,0,,,,NR,
8,2017,Summit,3351,,,,,
8,2017,Weld,8132,,,,,
8,2017,Sum of NR Counties,23556,,,,,
9,2017,Adams,30520,,,,,
9,2017,Alamosa,0,,,,NR,
9,2017,Arapahoe,32494,,,,,
9,2017,Archuleta,0,,,,NR,
9,2017,Boulder,50861,,,,,
9,2017,Chaffee,0,,,,NR,
9,2017,Clear Creek,1102,,,,,
9,2017,Costilla,0,,,,NR,
9,2017,Denver,508760,,,,,
9,2017,Eagle,4343,,,,,
9,2017,El Paso,232556,,,,,
9,2017,Fremont,5245,,,,,
9,2017,Garfield,9881,,,,,
9,2017,Gilpin,0,,,,NR,
9,2017,Grand,0,,,,NR,
9,2017,Jefferson,44969,,,,,
9,2017,La Plata,8916,,,,,
9,2017,Larimer,31565,,,,,
9,2017,Las Animas,1333,,,,,
9,2017,Mesa,0,,,,NR,
9,2017,Moffat,0,,,,NR,
9,2017,Montezuma,2667,,,,,
9,2017,Montrose,0,,,,NR,
9,2017,Morgan,0,,,,NR,
9,2017,Otero,0,,,,NR,
9,2017,Park,0,,,,NR,
9,2017,Pitkin,1867,,,,,
9,2017,Pueblo,21657,,,,,
9,2017,Routt,0,,,,NR,
9,2017,San Miguel,473,,,,,
9,2017,Sedgwick,0,,,,NR,
9,2017,Summit,3159,,,,,
9,2017,Teller,0,,,,NR,
9,2017,Weld,8927,,,,,
9,2017,Sum of NR Counties,23236,,,,,
10,2017,Adams,29766,,,,,
10,2017,Alamosa,0,,,,NR,
10,2017,Arapahoe,22182,,,,,
10,2017,Archuleta,0,,,,NR,
10,2017,Boulder,49754,,,,,
10,2017,Chaffee,0,,,,NR,
10,2017,Clear Creek,1160,,,,,
10,2017,Costilla,0,,,,NR,
10,2017,Denver,502759,,,,,
10,2017,Eagle,4087,,,,,
10,2017,El Paso,240981,,,,,
10,2017,Fremont,4667,,,,,
10,2017,Garfield,10787,,,,,
10,2017,Gilpin,0,,,,NR,
10,2017,Grand,0,,,,NR,
10,2017,Jefferson,40777,,,,,
10,2017,La Plata,8462,,,,,
10,2017,Larimer,32452,,,,,
10,2017,Las Animas,1181,,,,,
10,2017,Mesa,0,,,,NR,
10,2017,Moffat,0,,,,NR,
10,2017,Montezuma,2098,,,,,
10,2017,Montrose,0,,,,NR,
10,2017,Morgan,0,,,,NR,
10,2017,Otero,0,,,,NR,
10,2017,Ouray,0,,,,NR,
10,2017,Park,0,,,,NR,
10,2017,Pitkin,1816,,,,,
10,2017,Pueblo,15471,,,,,
10,2017,Routt,0,,,,NR,
10,2017,San Miguel,580,,,,,
10,2017,Sedgwick,0,,,,NR,
10,2017,Summit,3245,,,,,
10,2017,Weld,9260,,,,,
10,2017,Sum of NR Counties,21774,,,,,
11,2017,Adams,26582,,,,,
11,2017,Alamosa,0,,,,NR,
11,2017,Arapahoe,24137,,,,,
11,2017,Archuleta,0,,,,NR,
11,2017,Boulder,51056,,,,,
11,2017,Chaffee,0,,,,NR,
11,2017,Clear Creek,882,,,,,
11,2017,Denver,466517,,,,,
11,2017,Eagle,3401,,,,,
11,2017,El Paso,227708,,,,,
11,2017,Fremont,4018,,,,,
11,2017,Garfield,8647,,,,,
11,2017,Gilpin,0,,,,NR,
11,2017,Grand,0,,,,NR,
11,2017,Gunnison,0,,,,NR,
11,2017,Jefferson,49255,,,,,
11,2017,La Plata,8389,,,,,
11,2017,Larimer,29191,,,,,
11,2017,Las Animas,999,,,,,
11,2017,Mesa,0,,,,NR,
11,2017,Moffat,0,,,,NR,
11,2017,Montezuma,1302,,,,,
11,2017,Montrose,0,,,,NR,
11,2017,Morgan,0,,,,NR,
11,2017,Otero,0,,,,NR,
11,2017,Park,0,,,,NR,
11,2017,Pitkin,1611,,,,,
11,2017,Pueblo,14313,,,,,
11,2017,Routt,0,,,,NR,
11,2017,San Miguel,0,,,,NR,
11,2017,Sedgwick,0,,,,NR,
11,2017,Summit,3391,,,,,
11,2017,Teller,0,,,,NR,
11,2017,Weld,9155,,,,,
11,2017,Sum of NR Counties,20312,,,,,
12,2017,Adams,11440,,,,,
12,2017,Alamosa,0,,,,NR,
12,2017,Arapahoe,29558,,,,,
12,2017,Archuleta,0,,,,NR,
12,2017,Boulder,52374,,,,,
12,2017,Chaffee,0,,,,NR,
12,2017,Clear Creek,1038,,,,,
12,2017,Denver,366058,,,,,
12,2017,Eagle,3327,,,,,
12,2017,El Paso,206701,,,,,
12,2017,Fremont,3312,,,,,
12,2017,Garfield,6839,,,,,
12,2017,Gilpin,0,,,,NR,
12,2017,Grand,0,,,,NR,
12,2017,Gunnison,0,,,,NR,
12,2017,Jefferson,40427,,,,,
12,2017,La Plata,7055,,,,,
12,2017,Larimer,27212,,,,,
12,2017,Las Animas,1022,,,,,
12,2017,Mesa,0,,,,NR,
12,2017,Montezuma,1527,,,,,
12,2017,Montrose,0,,,,NR,
12,2017,Morgan,0,,,,NR,
12,2017,Otero,0,,,,NR,
12,2017,Ouray,0,,,,NR,
12,2017,Park,0,,,,NR,
12,2017,Pitkin,1513,,,,,
12,2017,Pueblo,10969,,,,,
12,2017,Routt,0,,,,NR,
12,2017,San Miguel,0,,,,NR,
12,2017,Sedgwick,0,,,,NR,
12,2017,Summit,3219,,,,,
12,2017,Weld,9840,,,,,
12,2017,Sum of NR Counties,18207,,,,,
1,2018,Adams,12001,,,,,
1,2018,Alamosa,0,,,,NR,
1,2018,Arapahoe,26048,,,,,
1,2018,Archuleta,0,,,,NR,
1,2018,Boulder,53814,,,,,
1,2018,Chaffee,0,,,,NR,
1,2018,Clear Creek,871,,,,,
1,2018,Denver,406884,,,,,
1,2018,Eagle,3722,,,,,
1,2018,El Paso,236730,,,,,
1,2018,Fremont,4539,,,,,
1,2018,Garfield,6550,,,,,
1,2018,Gilpin,0,,,,NR,
1,2018,Grand,0,,,,NR,
1,2018,Gunnison,0,,,,NR,
1,2018,Jefferson,52353,,,,,
1,2018,La Plata,8393,,,,,
1,2018,Larimer,34043,,,,,
1,2018,Las Animas,1398,,,,,
1,2018,Mesa,0,,,,NR,
1,2018,Moffat,0,,,,NR,
1,2018,Montezuma,1903,,,,,
1,2018,Montrose,0,,,,NR,
1,2018,Morgan,0,,,,NR,
1,2018,Otero,0,,,,NR,
1,2018,Ouray,0,,,,NR,
1,2018,Park,0,,,,NR,
1,2018,Pitkin,1620,,,,,
1,2018,Pueblo,14941,,,,,
1,2018,Routt,4921,,,,,
1,2018,San Miguel,0,,,,NR,
1,2018,Sedgwick,0,,,,NR,
1,2018,Summit,3552,,,,,
1,2018,Teller,0,,,,NR,
1,2018,Weld,11638,,,,,
1,2018,Sum of NR Counties,16330,,,,,
2,2018,Adams,10047,,,,,
2,2018,Alamosa,0,,,,NR,
2,2018,Arapahoe,25400,,,,,
2,2018,Archuleta,0,,,,NR,
2,2018,Boulder,47908,,,,,
2,2018,Chaffee,0,,,,NR,
2,2018,Clear Creek,795,,,,,
2,2018,Denver,353791,,,,,
2,2018,Eagle,2148,,,,,
2,2018,El Paso,211394,,,,,
2,2018,Fremont,3781,,,,,
2,2018,Garfield,6667,,,,,
2,2018,Gilpin,0,,,,NR,
2,2018,Grand,0,,,,NR,
2,2018,Jefferson,31881,,,,,
2,2018,La Plata,7721,,,,,
2,2018,Larimer,30632,,,,,
2,2018,Las Animas,1246,,,,,
2,2018,Mesa,0,,,,NR,
2,2018,Moffat,0,,,,NR,
2,2018,Montezuma,1531,,,,,
2,2018,Montrose,0,,,,NR,
2,2018,Morgan,0,,,,NR,
2,2018,Otero,0,,,,NR,
2,2018,Ouray,0,,,,NR,
2,2018,Park,0,,,,NR,
2,2018,Pitkin,1831,,,,,
2,2018,Pueblo,22316,,,,,
2,2018,Routt,4637,,,,,
2,2018,San Miguel,0,,,,NR,
2,2018,Sedgwick,0,,,,NR,
2,2018,Summit,3329,,,,,
2,2018,Weld,9757,,,,,
2,2018,Sum of NR Counties,16126,,,,,
3,2018,Adams,10534,,,,,
3,2018,Alamosa,0,,,,NR,
3,2018,Arapahoe,21125,,,,,
3,2018,Archuleta,0,,,,NR,
3,2018,Boulder,48159,,,,,
3,2018,Chaffee,0,,,,NR,
3,2018,Clear Creek,742,,,,,
3,2018,Denver,313884,,,,,
3,2018,Eagle,3352,,,,,
3,2018,El Paso,214919,,,,,
3,2018,Fremont,3783,,,,,
3,2018,Garfield,6855,,,,,
3,2018,Gilpin,0,,,,NR,
3,2018,Grand,0,,,,NR,
3,2018,Gunnison,0,,,,NR,
3,2018,Jefferson,24284,,,,,
3,2018,La Plata,7713,,,,,
3,2018,Larimer,27883,,,,,
3,2018,Las Animas,1011,,,,,
3,2018,Mesa,0,,,,NR,
3,2018,Moffat,0,,,,NR,
3,2018,Montezuma,1463,,,,,
3,2018,Montrose,0,,,,NR,
3,2018,Morgan,0,,,,NR,
3,2018,Otero,0,,,,NR,
3,2018,Ouray,0,,,,NR,
3,2018,Park,0,,,,NR,
3,2018,Pitkin,1626,,,,,
3,2018,Pueblo,16070,,,,,
3,2018,Routt,4308,,,,,
3,2018,San Miguel,0,,,,NR,
3,2018,Sedgwick,0,,,,NR,
3,2018,Summit,2997,,,,,
3,2018,Weld,9165,,,,,
3,2018,Sum of NR Counties,15088,,,,,
4,2018,Adams,11528,,,,,
4,2018,Alamosa,0,,,,NR,
4,2018,Arapahoe,36520,,,,,
4,2018,Archuleta,0,,,,NR,
4,2018,Boulder,40955,,,,,
4,2018,Chaffee,0,,,,NR,
4,2018,Clear Creek,1221,,,,,
4,2018,Denver,350745,,,,,
4,2018,Eagle,3010,,,,,
4,2018,El Paso,197924,,,,,
4,2018,Fremont,3250,,,,,
4,2018,Garfield,6062,,,,,
4,2018,Gilpin,0,,,,NR,
4,2018,Grand,0,,,,NR,
4,2018,Jefferson,46567,,,,,
4,2018,La Plata,7058,,,,,
4,2018,Larimer,30385,,,,,
4,2018,Las Animas,687,,,,,
4,2018,Mesa,0,,,,NR,
4,2018,Moffat,0,,,,NR,
4,2018,Montezuma,1552,,,,,
4,2018,Montrose,0,,,,NR,
4,2018,Morgan,0,,,,NR,
4,2018,Ouray,0,,,,NR,
4,2018,Park,0,,,,NR,
4,2018,Pitkin,0,,,,NR,
4,2018,Pueblo,14317,,,,,
4,2018,Routt,4942,,,,,
4,2018,San Miguel,0,,,,NR,
4,2018,Sedgwick,0,,,,NR,
4,2018,Summit,3479,,,,,
4,2018,Weld,10373,,,,,
4,2018,Sum of NR Counties,13129,,,,,
5,2018,Adams,12832,,,,,
5,2018,Alamosa,0,,,,NR,
5,2018,Arapahoe,22006,,,,,
5,2018,Archuleta,0,,,,NR,
5,2018,Boulder,50915,,,,,
5,2018,Chaffee,0,,,,NR,
5,2018,Clear Creek,0,,,,NR,
5,2018,Denver,346635,,,,,
5,2018,Eagle,4331,,,,,
5,2018,El Paso,269582,,,,,
5,2018,Fremont,4093,,,,,
5,2018,Garfield,7065,,,,,
5,2018,Gilpin,0,,,,NR,
5,2018,Grand,0,,,,NR,
5,2018,Jefferson,42353,,,,,
5,2018,La Plata,7580,,,,,
5,2018,Larimer,29016,,,,,
5,2018,Las Animas,1181,,,,,
5,2018,Mesa,0,,,,NR,
5,2018,Moffat,0,,,,NR,
5,2018,Montezuma,1277,,,,,
5,2018,Montrose,0,,,,NR,
5,2018,Morgan,0,,,,NR,
5,2018,Otero,0,,,,NR,
5,2018,Ouray,0,,,,NR,
5,2018,Park,0,,,,NR,
5,2018,Pitkin,2658,,,,,
5,2018,Pueblo,16433,,,,,
5,2018,Routt,4436,,,,,
5,2018,San Miguel,0,,,,NR,
5,2018,Sedgwick,0,,,,NR,
5,2018,Summit,3091,,,,,
5,2018,Weld,10516,,,,,
5,2018,Sum of NR Counties,23915,,,,,
6,2018,Adams,12139,,,,,
6,2018,Alamosa,0,,,,NR,
6,2018,Arapahoe,20062,,,,,
6,2018,Archuleta,0,,,,NR,
6,2018,Boulder,40594,,,,,
6,2018,Chaffee,0,,,,NR,
6,2018,Clear Creek,712,,,,,
6,2018,Denver,299207,,,,,
6,2018,Eagle,3158,,,,,
6,2018,El Paso,213698,,,,,
6,2018,Fremont,4147,,,,,
6,2018,Garfield,8837,,,,,
6,2018,Gilpin,0,,,,NR,
6,2018,Grand,0,,,,NR,
6,2018,Jefferson,52231,,,,,
6,2018,La Plata,7303,,,,,
6,2018,Larimer,27045,,,,,
6,2018,Las Animas,1259,,,,,
6,2018,Mesa,0,,,,NR,
6,2018,Moffat,0,,,,NR,
6,2018,Montezuma,1329,,,,,
6,2018,Montrose,0,,,,NR,
6,2018,Morgan,0,,,,NR,
6,2018,Otero,0,,,,NR,
6,2018,Ouray,0,,,,NR,
6,2018,Park,0,,,,NR,
6,2018,Pitkin,1303,,,,,
6,2018,Pueblo,9735,,,,,
6,2018,Routt,4289,,,,,
6,2018,San Miguel,0,,,,NR,
6,2018,Sedgwick,0,,,,NR,
6,2018,Summit,2891,,,,,
6,2018,Weld,9289,,,,,
6,2018,Sum of NR Counties,15543,,,,,
7,2018,Adams,8872,,,,,
7,2018,Alamosa,0,,,,NR,
7,2018,Arapahoe,16931,,,,,
7,2018,Archuleta,0,,,,NR,
7,2018,Boulder,38413,,,,,
7,2018,Chaffee,0,,,,NR,
7,2018,Clear Creek,584,,,,,
7,2018,Denver,329663,,,,,
7,2018,Eagle,2803,,,,,
7,2018,El Paso,225358,,,,,
7,2018,Fremont,4139,,,,,
7,2018,Garfield,7497,,,,,
7,2018,Gilpin,0,,,,NR,
7,2018,Grand,0,,,,NR,
7,2018,Jefferson,28040,,,,,
7,2018,La Plata,8076,,,,,
7,2018,Larimer,26215,,,,,
7,2018,Las Animas,1004,,,,,
7,2018,Mesa,0,,,,NR,
7,2018,Moffat,0,,,,NR,
7,2018,Montezuma,1464,,,,,
7,2018,Montrose,0,,,,NR,
7,2018,Morgan,0,,,,NR,
7,2018,Otero,0,,,,NR,
7,2018,Ouray,0,,,,NR,
7,2018,Park,0,,,,NR,
7,2018,Pitkin,1460,,,,,
7,2018,Pueblo,19999,,,,,
7,2018,Routt,3553,,,,,
7,2018,San Miguel,0,,,,NR,
7,2018,Sedgwick,0,,,,NR,
7,2018,Summit,2364,,,,,
7,2018,Weld,9300,,,,,
7,2018,Sum of NR Counties,15780,,,,,
8,2018,Adams,10430,,,,,
8,2018,Alamosa,0,,,,NR,
8,2018,Arapahoe,22523,,,,,
8,2018,Archuleta,0,,,,NR,
8,2018,Boulder,39960,,,,,
8,2018,Chaffee,0,,,,NR,
8,2018,Clear Creek,635,,,,,
8,2018,Denver,362184,,,,,
8,2018,Eagle,2572,,,,,
8,2018,El Paso,208085,,,,,
8,2018,Fremont,5553,,,,,
8,2018,Garfield,5564,,,,,
8,2018,Gilpin,0,,,,NR,
8,2018,Grand,0,,,,NR,
8,2018,Jefferson,30661,,,,,
8,2018,La Plata,7117,,,,,
8,2018,Larimer,20477,,,,,
8,2018,Las Animas,896,,,,,
8,2018,Mesa,0,,,,NR,
8,2018,Moffat,0,,,,NR,
8,2018,Montezuma,1462,,,,,
8,2018,Montrose,0,,,,NR,
8,2018,Morgan,0,,,,NR,
8,2018,Otero,0,,,,NR,
8,2018,Ouray,0,,,,NR,
8,2018,Park,0,,,,NR,
8,2018,Pitkin,1321,,,,,
8,2018,Pueblo,14939,,,,,
8,2018,Routt,3832,,,,,
8,2018,San Miguel,0,,,,NR,
8,2018,Sedgwick,0,,,,NR,
8,2018,Summit,2554,,,,,
8,2018,Weld,8769,,,,,
8,2018,Sum of NR Counties,15554,,,,,
9,2018,Adams,11283,,,,,
9,2018,Alamosa,0,,,,NR,
9,2018,Arapahoe,34311,,,,,
9,2018,Archuleta,0,,,,NR,
9,2018,Boulder,47559,,,,,
9,2018,Chaffee,0,,,,NR,
9,2018,Clear Creek,0,,,,NR,
9,2018,Denver,363832,,,,,
9,2018,Eagle,2817,,,,,
9,2018,El Paso,210772,,,,,
9,2018,Fremont,0,,,,NR,
9,2018,Garfield,5355,,,,,
9,2018,Gilpin,0,,,,NR,
9,2018,Grand,0,,,,NR,
9,2018,Jefferson,51799,,,,,
9,2018,La Plata,0,,,,NR,
9,2018,Larimer,39310,,,,,
9,2018,Las Animas,740,,,,,
9,2018,Mesa,0,,,,NR,
9,2018,Montezuma,1478,,,,,
9,2018,Montrose,0,,,,NR,
9,2018,Morgan,0,,,,NR,
9,2018,Otero,0,,,,NR,
9,2018,Park,0,,,,NR,
9,2018,Pitkin,0,,,,NR,
9,2018,Pueblo,12698,,,,,
9,2018,Routt,4413,,,,,
9,2018,San Miguel,0,,,,NR,
9,2018,Sedgwick,0,,,,NR,
9,2018,Summit,2930,,,,,
9,2018,Teller,0,,,,NR,
9,2018,Weld,9305,,,,,
9,2018,Sum of NR Counties,27375,,,,,
10,2018,Adams,13322,,,,,
10,2018,Alamosa,0,,,,NR,
10,2018,Arapahoe,22042,,,,,
10,2018,Boulder,37751,,,,,
10,2018,Chaffee,0,,,,NR,
10,2018,Clear Creek,761,,,,,
10,2018,Denver,375357,,,,,
10,2018,Eagle,2444,,,,,
10,2018,El Paso,217313,,,,,
10,2018,Fremont,4280,,,,,
10,2018,Garfield,5205,,,,,
10,2018,Grand,0,,,,NR,
10,2018,Jefferson,30674,,,,,
10,2018,La Plata,0,,,,NR,
10,2018,Larimer,26149,,,,,
10,2018,Las Animas,1395,,,,,
10,2018,Mesa,0,,,,NR,
10,2018,Moffat,0,,,,NR,
10,2018,Montezuma,1750,,,,,
10,2018,Montrose,0,,,,NR,
10,2018,Morgan,0,,,,NR,
10,2018,Otero,0,,,,NR,
10,2018,Park,0,,,,NR,
10,2018,Pitkin,1333,,,,,
10,2018,Pueblo,15810,,,,,
10,2018,Routt,3789,,,,,
10,2018,San Miguel,0,,,,NR,
10,2018,Sedgwick,0,,,,NR,
10,2018,Summit,2638,,,,,
10,2018,Weld,8798,,,,,
10,2018,Sum of NR Counties,20171,,,,,
11,2018,Adams,12763,,,,,
11,2018,Alamosa,0,,,,NR,
11,2018,Arapahoe,22223,,,,,
11,2018,Boulder,36501,,,,,
11,2018,Chaffee,0,,,,NR,
11,2018,Clear Creek,562,,,,,
11,2018,Denver,325870,,,,,
11,2018,Eagle,2302,,,,,
11,2018,El Paso,232217,,,,,
11,2018,Fremont,3238,,,,,
11,2018,Garfield,4552,,,,,
11,2018,Grand,0,,,,NR,
11,2018,Jefferson,31191,,,,,
11,2018,La Plata,0,,,,NR,
11,2018,Larimer,26235,,,,,
11,2018,Las Animas,781,,,,,
11,2018,Mesa,0,,,,NR,
11,2018,Moffat,0,,,,NR,
11,2018,Montezuma,1311,,,,,
11,2018,Montrose,0,,,,NR,
11,2018,Morgan,0,,,,NR,
11,2018,Otero,0,,,,NR,
11,2018,Park,0,,,,NR,
11,2018,Pitkin,949,,,,,
11,2018,Pueblo,22884,,,,,
11,2018,Routt,3720,,,,,
11,2018,San Miguel,0,,,,NR,
11,2018,Sedgwick,0,,,,NR,
11,2018,Summit,2692,,,,,
11,2018,Weld,9382,,,,,
11,2018,Sum of NR Counties,19352,,,,,
12,2018,Adams,14927,,,,,
12,2018,Alamosa,0,,,,NR,
12,2018,Arapahoe,31430,,,,,
12,2018,Boulder,35788,,,,,
12,2018,Chaffee,0,,,,NR,
12,2018,Clear Creek,614,,,,,
12,2018,Denver,350452,,,,,
12,2018,Eagle,2285,,,,,
12,2018,El Paso,213030,,,,,
12,2018,Fremont,4903,,,,,
12,2018,Garfield,3364,,,,,
12,2018,Grand,0,,,,NR,
12,2018,Jefferson,42989,,,,,
12,2018,La Plata,0,,,,NR,
12,2018,Larimer,25049,,,,,
12,2018,Las Animas,641,,,,,
12,2018,Mesa,0,,,,NR,
12,2018,Moffat,0,,,,NR,
12,2018,Montezuma,1359,,,,,
12,2018,Montrose,0,,,,NR,
12,2018,Morgan,0,,,,NR,
12,2018,Otero,0,,,,NR,
12,2018,Park,0,,,,NR,
12,2018,Pitkin,936,,,,,
12,2018,Pueblo,16183,,,,,
12,2018,Routt,3518,,,,,
12,2018,San Miguel,0,,,,NR,
12,2018,Sedgwick,0,,,,NR,
12,2018,Summit,2975,,,,,
12,2018,Weld,9838,,,,,
12,2018,Sum of NR Counties,18870,,,,,
